,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
1016558,A-3739890,4,2020-02-26 13:41:18,2020-02-26 14:10:04,29.68535,-95.37974,29.6766,-95.38178,0.617,Closed at I-610 - Road closed due to accident.,0.0,S Freeway S,R,Houston,Harris,TX,77021,US,US/Central,KMCJ,2020-02-26 13:53:00,54.0,54.0,43.0,30.28,10.0,NW,21.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1000102,A-3723429,2,2020-02-12 07:57:06,2020-02-12 08:24:37,32.60689,-96.8231,32.60389,-96.82292,0.208,At Pleasant Run Rd/Exit 415 - Accident.,0.0,US-77 S,R,Lancaster,Dallas,TX,75134,US,US/Central,KLNC,2020-02-12 07:55:00,42.0,37.0,96.0,29.38,4.0,NNW,9.0,0.12,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
971234,A-3694561,3,2020-01-20 12:34:41,2020-01-20 13:04:38,32.70315,-96.8254,32.70996,-96.83015,0.546,At Kiest Blvd/Exit 422 - Accident. Two lanes blocked.,0.0,I-35E N,R,Dallas,Dallas,TX,75224,US,US/Central,KRBD,2020-01-20 12:53:00,53.0,53.0,31.0,29.79,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
877312,A-3600609,4,2020-03-25 19:04:21,2020-03-25 20:04:21,32.65951,-96.87216,32.65951,-96.87216,0.0,Ramp to US-67 Northbound - Accident. Two lanes blocked.,0.0,Marvin D Love Fwy N,R,Dallas,Dallas,TX,75237,US,US/Central,KRBD,2020-03-25 18:53:00,83.0,83.0,44.0,29.06,10.0,S,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1016565,A-3739897,3,2020-02-26 18:07:36,2020-02-26 18:35:03,32.76011,-97.14792,32.76032,-97.16059,0.736,At Eastchase Pky/Exit 24 - Accident. Three lanes blocked.,0.0,Tom Landry Fwy,R,Arlington,Tarrant,TX,76012,US,US/Central,KGPM,2020-02-26 18:15:00,46.0,41.0,29.0,29.77,10.0,NW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
965097,A-3688424,2,2020-01-16 06:48:12,2020-01-16 07:18:11,32.64633,-96.78418,32.64848,-96.77641,0.476,At TX-342/Lancaster Rd/Exit 470 - Accident.,0.0,LBJ Fwy E,R,Dallas,Dallas,TX,75241,US,US/Central,KRBD,2020-01-16 06:50:00,52.0,52.0,88.0,29.58,3.0,N,12.0,0.01,T-Storm,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
849638,A-3572923,3,2020-03-10 05:51:00,2020-03-10 06:20:28,29.93761,-95.47618,29.93737,-95.49868,1.347,Between Antoine Dr and TX-249 - Accident. Two lanes blocked.,0.0,N Sam Houston Tollway W,R,Houston,Harris,TX,77086,US,US/Central,KIAH,2020-03-10 05:53:00,64.0,64.0,96.0,30.13,5.0,N,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
854241,A-3577530,3,2020-03-13 13:52:21,2020-03-13 14:21:00,32.83708,-97.02354,32.83709,-97.02659,0.177,At Valley View Ln - Accident.,0.0,Airport Fwy E,R,Irving,Dallas,TX,75062,US,US/Central,KDFW,2020-03-13 13:53:00,60.0,60.0,100.0,29.35,5.0,E,9.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
984849,A-3708176,2,2020-01-31 07:02:35,2020-01-31 07:32:27,32.9694,-96.72007,32.96826,-96.72079,0.089,At Campbell Rd - Accident. Lane blocked.,0.0,US-75 S,R,Richardson,Dallas,TX,75080,US,US/Central,KADS,2020-01-31 06:47:00,43.0,40.0,76.0,29.47,10.0,N,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
872430,A-3595727,2,2020-03-23 12:41:25,2020-03-23 13:26:25,29.84276,-95.18606,29.84276,-95.18606,0.0,At E Sam Houston Pky/Beltway 8/Belt Dr - Accident.,0.0,Beaumont Hwy,R,Houston,Harris,TX,77049,US,US/Central,KHOU,2020-03-23 12:53:00,83.0,83.0,60.0,30.02,10.0,S,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
875332,A-3598629,2,2020-03-24 14:44:18,2020-03-24 15:29:18,31.76439,-106.36419,31.76439,-106.36419,0.0,At Hunter Dr/Exit 27 - Accident.,0.0,I-10 W,R,El Paso,El Paso,TX,79915,US,US/Mountain,KELP,2020-03-24 14:40:00,73.0,73.0,13.0,26.15,10.0,W,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1016552,A-3739884,2,2020-02-26 09:12:01,2020-02-26 09:40:10,32.73058,-96.91948,32.74144,-96.91903,0.751,At Keeneland Pky - Accident.,0.0,Loop 12 N,R,Dallas,Dallas,TX,75211,US,US/Central,KRBD,2020-02-26 08:53:00,40.0,30.0,55.0,29.65,10.0,N,21.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
956847,A-3680174,2,2020-01-10 08:10:40,2020-01-10 08:39:53,32.79575,-96.6922,32.79408,-96.70467,0.733,At Jim Miller Rd/Exit 51 - Accident.,0.0,US-67 S,R,Dallas,Dallas,TX,75228,US,US/Central,KDAL,2020-01-10 07:53:00,67.0,67.0,87.0,29.32,8.0,SE,12.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
868398,A-3591694,3,2020-03-21 17:48:04,2020-03-21 18:33:04,29.4895,-98.56837,29.4895,-98.56837,0.0,At Callaghan Rd/Exit 14 - Accident. Right lane blocked.,0.0,Connally Loop,R,San Antonio,Bexar,TX,78229,US,US/Central,KSAT,2020-03-21 17:51:00,54.0,54.0,93.0,29.31,1.0,NNW,5.0,0.13,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1015377,A-3738708,4,2020-02-25 19:06:01,2020-02-25 19:35:07,29.69172,-95.4589,29.69658,-95.45896,0.336,Closed at Evergreen St/Exit 5 - Road closed due to accident.,0.0,I-610 N,R,Bellaire,Harris,TX,77401,US,US/Central,KMCJ,2020-02-25 18:53:00,66.0,66.0,48.0,29.88,10.0,N,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1022625,A-3745963,3,2020-01-04 11:43:18,2020-01-04 12:12:59,29.78476,-95.66375,29.78459,-95.64418,1.174,At TX-6/Exit 751 - Accident.,0.0,US-90 E,R,Houston,Harris,TX,77094,US,US/Central,KSGR,2020-01-04 11:53:00,62.0,62.0,39.0,30.29,10.0,VAR,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1013422,A-3736753,3,2020-02-23 16:51:46,2020-02-23 17:19:35,32.76732,-96.77675,32.76933,-96.77743,0.144,At M L K Jr Blvd/Exit 283 - Accident.,0.0,I-45 N,R,Dallas,Dallas,TX,75215,US,US/Central,KDAL,2020-02-23 16:53:00,55.0,55.0,93.0,29.36,3.0,SSE,14.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
950717,A-3674040,3,2020-03-04 07:32:16,2020-03-04 08:01:03,32.90154,-96.8979,32.91288,-96.89765,0.784,At I-635/Exit 440 - Accident. Two lanes blocked. Heavy rain.,0.0,Stemmons Fwy N,R,Dallas,Dallas,TX,75229,US,US/Central,KDAL,2020-03-04 07:53:00,56.0,56.0,84.0,29.35,7.0,NNE,14.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
975862,A-3699189,2,2020-01-24 14:42:47,2020-01-24 15:11:39,29.80897,-94.95889,29.80686,-94.97129,0.758,At Main St/Exit 793 - Accident.,0.0,I-10 W,R,Baytown,Harris,TX,77521,US,US/Central,KEFD,2020-01-24 14:50:00,64.0,64.0,32.0,30.07,10.0,WNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
861068,A-3584362,2,2020-03-18 15:22:10,2020-03-18 15:52:10,29.4895,-98.56837,29.4895,-98.56837,0.0,At Callaghan Rd/Exit 14 - Accident. Hard shoulder blocked.,0.0,Connally Loop,R,San Antonio,Bexar,TX,78229,US,US/Central,KSAT,2020-03-18 15:51:00,85.0,85.0,49.0,29.06,10.0,SSE,14.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1005343,A-3728670,3,2020-02-16 13:54:26,2020-02-16 14:23:55,32.74298,-96.91893,32.75655,-96.91803,0.939,At TX-180/Davis St/Jefferson Blvd - Accident.,0.0,Loop 12 N,R,Dallas,Dallas,TX,75211,US,US/Central,KRBD,2020-02-16 13:53:00,75.0,75.0,43.0,29.15,10.0,S,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
978164,A-3701491,3,2020-01-25 06:58:48,2020-01-25 07:26:59,32.7592,-96.9824,32.75926,-97.0016,1.116,At Belt Line Rd/Exit 34 - Accident.,0.0,Tom Landry Fwy,R,Grand Prairie,Dallas,TX,75050,US,US/Central,KGPM,2020-01-25 06:55:00,43.0,43.0,68.0,29.47,10.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1005340,A-3728667,4,2020-02-16 08:03:26,2020-02-16 08:33:04,32.79803,-96.79288,32.80154,-96.79297,0.243,Closed at Blackburn St/Haskell Ave/Exit 1 - Road closed due to accident.,0.0,US-75 N,R,Dallas,Dallas,TX,75204,US,US/Central,KDAL,2020-02-16 07:53:00,52.0,52.0,89.0,29.47,10.0,SSE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
863814,A-3587108,4,2020-03-19 19:27:19,2020-03-19 20:17:17,32.90153,-96.8979,32.90153,-96.8979,0.0,At I-635/Exit 440 - Accident. Two lanes blocked.,0.0,I-35E N,R,Dallas,Dallas,TX,75229,US,US/Central,KDAL,2020-03-19 19:36:00,67.0,67.0,76.0,29.4,10.0,S,7.0,0.23,Thunder,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
882875,A-3606175,2,2020-03-28 23:45:00,2020-03-29 00:00:00,30.22965,-97.76026,30.22965,-97.76026,0.0,At Lightsey Rd/Woodward St - Accident.,3398.0, S Congress Ave,R,Austin,Travis,TX,78704-6441,US,US/Central,KATT,2020-03-28 23:51:00,58.0,58.0,58.0,29.3,10.0,SSW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
863783,A-3587077,4,2020-03-19 18:43:51,2020-03-19 19:13:51,33.19085,-97.11337,33.19085,-97.11337,0.0,At I-35E/Stemmons Fwy E - Accident. Three lanes blocked.,0.0,I-35E N,R,Denton,Denton,TX,76205,US,US/Central,KDTO,2020-03-19 18:53:00,68.0,68.0,78.0,29.2,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1018448,A-3741786,3,2020-02-28 19:48:46,2020-02-28 20:18:04,32.86984,-96.67147,32.86804,-96.66789,0.242,At TX-78/Garland Rd/Exit 12 - Accident.,0.0,I-635 E,R,Dallas,Dallas,TX,75218,US,US/Central,KDAL,2020-02-28 19:53:00,56.0,56.0,37.0,29.77,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1020560,A-3743898,4,2020-01-02 14:26:03,2020-01-02 14:54:24,30.07053,-99.11668,30.07025,-99.10551,0.668,Closed between TX-16/Exit 508 and FM-1341/Cypress Creek Rd/Exit 520 - Road closed due to accident.,0.0,I-10 E,R,Kerrville,Kerr,TX,78028,US,US/Central,KERV,2020-01-02 14:35:00,59.0,59.0,73.0,27.9,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
877177,A-3600474,3,2020-03-25 07:50:06,2020-03-25 08:05:06,32.86091,-96.85539,32.86091,-96.85539,0.0,At Marsh Ln/Lemmon Ave - Accident.,3736.0, W Northwest Hwy,R,Dallas,Dallas,TX,75220-4953,US,US/Central,KDAL,2020-03-25 07:53:00,60.0,60.0,80.0,29.39,10.0,ESE,5.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
886104,A-3609404,1,2020-03-30 16:40:19,2020-03-30 17:40:19,31.75229,-106.34548,31.75229,-106.34548,0.0,At I-10/Gateway Blvd - Accident.,0.0,Gateway Blvd E,R,El Paso,El Paso,TX,79915,US,US/Mountain,KELP,2020-03-30 16:40:00,70.0,70.0,12.0,26.12,10.0,WNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
956842,A-3680169,2,2020-01-10 08:10:40,2020-01-10 08:39:58,32.96005,-96.91508,32.948,-96.907,0.955,At Belt Line Rd - Accident.,0.0,US-77 S,R,Carrollton,Dallas,TX,75006,US,US/Central,KADS,2020-01-10 07:47:00,68.0,68.0,83.0,29.15,7.0,SSE,17.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
879239,A-3602537,2,2020-03-26 14:59:22,2020-03-26 15:49:20,30.43872,-97.67203,30.43872,-97.67203,0.0,At I-35 - Accident.,14698.0, Owen Tech Blvd,R,Austin,Travis,TX,78728-7018,US,US/Central,KEDC,2020-03-26 14:55:00,82.0,82.0,62.0,29.15,7.0,S,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
872740,A-3596037,1,2020-03-23 10:43:31,2020-03-23 11:28:31,31.82573,-106.43179,31.82573,-106.43179,0.0,At Marshall Rd/Exit 20B - Accident.,0.0,Liberty Expy,R,El Paso,El Paso,TX,79906,US,US/Mountain,KELP,2020-03-23 10:46:00,66.0,66.0,23.0,26.16,10.0,SW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
877158,A-3600455,3,2020-03-25 00:23:13,2020-03-25 00:52:36,29.94016,-95.2949,29.94012,-95.2976,0.162,At I-69 - Accident.,0.0,TX-8 Beltway W,R,Humble,Harris,TX,77396,US,US/Central,KIAH,2020-03-25 00:42:00,73.0,73.0,87.0,29.8,9.0,SSW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
879283,A-3602581,3,2020-03-26 18:10:04,2020-03-26 19:10:04,33.21147,-96.6129,33.21147,-96.6129,0.0,At TX-5/N McDonald St - Accident.,0.0,N McDonald St,R,McKinney,Collin,TX,75069,US,US/Central,KTKI,2020-03-26 17:53:00,79.0,79.0,64.0,29.11,10.0,SSW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
949602,A-3672924,2,2020-03-03 13:18:02,2020-03-03 13:46:26,29.73836,-95.36697,29.74058,-95.36522,0.186,At I-45 - Accident. Left lane blocked.,0.0,I-69 N,R,Houston,Harris,TX,77004,US,US/Central,KMCJ,2020-03-03 12:53:00,80.0,80.0,62.0,29.74,10.0,VAR,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
858105,A-3581394,3,2020-03-16 09:36:32,2020-03-16 10:05:10,29.72994,-95.45142,29.72989,-95.44931,0.127,At Newcastle Dr - Accident. Center lane blocked.,3678.0, Newcastle Dr,R,Houston,Harris,TX,77027-6720,US,US/Central,KMCJ,2020-03-16 09:25:00,69.0,69.0,84.0,30.12,9.0,ESE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
950712,A-3674035,3,2020-03-04 08:11:17,2020-03-04 08:39:41,29.78399,-95.03449,29.78182,-95.02934,0.343,Between Bayway Dr/Market St Rd/Market Loop and Hugh Echols Blvd/W Baker Rd - Accident. Three lanes blocked.,0.0,TX-330 Spur E,R,Baytown,Harris,TX,77520,US,US/Central,KEFD,2020-03-04 07:50:00,70.0,70.0,100.0,29.66,2.0,SE,12.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
869510,A-3592807,3,2020-03-21 23:59:20,2020-03-22 00:14:20,32.67781,-97.12,32.67781,-97.12,0.0,At Matlock Rd/Exit 450 - Accident. Left lane blocked.,0.0,I-20 E,R,Arlington,Tarrant,TX,76017,US,US/Central,KGKY,2020-03-21 23:53:00,55.0,55.0,86.0,29.53,10.0,ESE,6.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
866641,A-3589936,4,2020-03-20 12:09:59,2020-03-20 12:39:59,32.79347,-96.72633,32.79347,-96.72633,0.0,At Ferguson Rd/Exit 50 - Accident. Three lanes blocked.,0.0,I-30 E,R,Dallas,Dallas,TX,75228,US,US/Central,KDAL,2020-03-20 11:53:00,51.0,51.0,71.0,29.83,10.0,N,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
875075,A-3598372,2,2020-03-24 21:09:36,2020-03-24 21:39:36,30.40018,-97.67407,30.40018,-97.67407,0.0,At Berrywood Dr/Meadow Lark Ave - Accident. Left lane blocked.,0.0,I-35 S,R,Austin,Travis,TX,78753,US,US/Central,KATT,2020-03-24 20:51:00,71.0,71.0,41.0,29.18,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
868582,A-3591878,1,2020-03-21 10:21:31,2020-03-21 11:26:29,31.77557,-106.47349,31.77557,-106.47349,0.0,At Dallas St - Accident.,1992.0, Montana Ave,R,El Paso,El Paso,TX,79902-5722,US,US/Mountain,KELP,2020-03-21 10:47:00,52.0,52.0,62.0,26.26,10.0,ENE,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
998768,A-3722095,2,2020-02-11 06:01:36,2020-02-11 06:31:26,29.76679,-95.36639,29.77555,-95.36771,0.61,At I-10/US-90/Exit 48 - Accident.,0.0,I-45 N,R,Houston,Harris,TX,77002,US,US/Central,KMCJ,2020-02-11 05:53:00,54.0,54.0,90.0,29.94,5.0,N,12.0,0.01,Light Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
1005332,A-3728659,4,2020-02-16 04:48:47,2020-02-16 05:17:13,29.50688,-95.11649,29.48327,-95.10233,1.84,Closed between Nasa Byp/Exit 25 and Calder Dr/Exit 22 - Road closed due to accident. Construction work.,0.0,I-45 S,R,League City,Galveston,TX,77573,US,US/Central,KEFD,2020-02-16 04:50:00,59.0,59.0,100.0,30.0,0.25,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
861337,A-3584631,1,2020-03-18 20:17:49,2020-03-18 21:02:49,31.67452,-106.33568,31.67452,-106.33568,0.0,At TX-375-LOOP/Americas Ave/Border Hwy - Accident.,0.0,S Americas Ave,R,El Paso,El Paso,TX,79927,US,US/Mountain,KELP,2020-03-18 20:00:00,54.0,54.0,82.0,25.96,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
866635,A-3589930,3,2020-03-20 12:12:46,2020-03-20 12:27:46,29.47312,-98.26811,29.47312,-98.26811,0.0,At TX-1604-LOOP/Exit 587 - Accident.,0.0,I-10 W,R,Converse,Bexar,TX,78109,US,US/Central,KRND,2020-03-20 12:03:00,57.0,57.0,72.0,29.43,10.0,NNE,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
954211,A-3677538,2,2020-01-08 13:38:51,2020-01-08 14:07:36,30.10545,-95.43545,30.10803,-95.43556,0.178,At Hardy Toll Rd - Accident. Right lane blocked.,0.0,Spring Xing,R,Spring,Harris,TX,77373,US,US/Central,KIAH,2020-01-08 13:53:00,67.0,67.0,49.0,30.15,10.0,ESE,18.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
997340,A-3720667,3,2020-02-10 23:33:05,2020-02-11 00:02:48,29.42169,-98.4237,29.42746,-98.4179,0.53,At Houston St/Exit 579 - Accident.,0.0,US-90 E,R,San Antonio,Bexar,TX,78220,US,US/Central,KSSF,2020-02-10 23:53:00,51.0,51.0,74.0,29.35,10.0,NNE,9.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1016547,A-3739879,4,2020-02-26 09:06:01,2020-02-26 09:34:25,32.811403,-96.862464,32.811403,-96.862464,0.0,Closed at Iron Ridge St - Road closed due to accident.,0.0,Commonwealth Dr,R,Dallas,Dallas,TX,75247,US,US/Central,KDAL,2020-02-26 08:53:00,40.0,30.0,58.0,29.89,10.0,NNW,22.0,0.0,Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
858114,A-3581403,4,2020-03-16 14:33:32,2020-03-16 15:03:21,29.72175,-95.46038,29.71371,-95.46028,0.556,Closed at Fournace Pl/Exit 7/Exit 6 - Road closed due to accident.,0.0,I-610 S,R,Bellaire,Harris,TX,77401,US,US/Central,KMCJ,2020-03-16 14:53:00,74.0,74.0,71.0,30.08,10.0,ESE,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1001596,A-3724923,3,2020-02-13 09:43:39,2020-02-13 10:12:24,32.83185,-96.63149,32.83852,-96.63293,0.468,At Oates Dr/Exit 9 - Accident.,0.0,N Galloway Ave,R,Mesquite,Dallas,TX,75150,US,US/Central,KHQZ,2020-02-13 09:50:00,41.0,34.0,76.0,29.82,10.0,N,13.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
852556,A-3575844,3,2020-03-12 10:20:17,2020-03-12 10:48:38,32.9072,-96.72877,32.91235,-96.73667,0.58,Between Forest Ln/Exit 17 and Abrams Rd/Exit 17 - Accident. One lane blocked.,0.0,I-635 W,R,Dallas,Dallas,TX,75243,US,US/Central,KADS,2020-03-12 10:47:00,72.0,72.0,78.0,29.18,10.0,SSW,14.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
956846,A-3680173,2,2020-01-10 07:42:56,2020-01-10 08:11:59,29.704329,-95.51298,29.704329,-95.51298,0.0,At Hillcroft Ave - Accident.,0.0,Bellaire Blvd,R,Houston,Harris,TX,77074,US,US/Central,KMCJ,2020-01-10 07:53:00,71.0,71.0,87.0,29.9,9.0,SSE,17.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
879216,A-3602514,2,2020-03-26 11:47:45,2020-03-26 12:17:45,32.81003,-96.8348,32.81003,-96.8348,0.0,At Inwood Rd - Accident.,0.0,Harry Hines Blvd,R,Dallas,Dallas,TX,75235,US,US/Central,KDAL,2020-03-26 11:53:00,82.0,82.0,54.0,29.3,10.0,S,12.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
967131,A-3690458,3,2020-01-17 06:44:25,2020-01-17 07:14:07,32.93987,-96.7461,32.93564,-96.75149,0.428,At Spring Valley Rd - Accident.,0.0,US-75 S,R,Richardson,Dallas,TX,75080,US,US/Central,KADS,2020-01-17 06:47:00,52.0,52.0,94.0,29.54,2.0,ESE,7.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
877240,A-3600537,3,2020-03-25 14:55:32,2020-03-25 15:45:30,30.3507,-97.50053,30.3507,-97.50053,0.0,At FM-973/TX-212-loop - Serious accident.,0.0,Old Kimbro Rd,R,Manor,Travis,TX,78653,US,US/Central,KEDC,2020-03-25 14:55:00,86.0,86.0,45.0,29.22,10.0,SSE,9.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
986020,A-3709347,3,2020-02-01 07:49:03,2020-02-01 08:18:38,32.69386,-97.32073,32.67739,-97.32052,1.138,At Seminary Dr - Accident.,0.0,I-35W S,R,Fort Worth,Tarrant,TX,76110,US,US/Central,KAWN,2020-02-01 07:52:00,38.0,38.0,70.0,29.52,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1015387,A-3738718,3,2020-02-25 18:56:18,2020-02-25 19:24:08,30.09001,-95.43509,30.0924,-95.43514,0.165,At TX-99-TOLL/Grand Pkwy/Spring Stuebner Rd/Exit 70 - Accident. Three lanes blocked.,0.0,I-45 N,R,Spring,Harris,TX,77373,US,US/Central,KIAH,2020-02-25 18:53:00,63.0,63.0,50.0,29.84,10.0,NNW,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
866757,A-3590052,3,2020-03-20 16:39:31,2020-03-20 17:24:31,29.89083,-95.41199,29.89083,-95.41199,0.0,At Gulf Bank Rd/Exit 57 - Accident. Left lane blocked.,0.0,I-45 N,R,Houston,Harris,TX,77037,US,US/Central,KIAH,2020-03-20 16:53:00,67.0,67.0,90.0,30.08,7.0,N,14.0,0.13,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
